lead_id,user_id,first_name,last_name,company,email,industry,company_size,source,stage,created_date,converted_date,loss_reason
led_00858,usr_0069,Marcus,Sloan,"Smith, Vaughan and Miller",wfreeman@vaughn.info,Fintech,1-10,linkedin,converted,2025-09-02,2025-09-24,
led_00859,,Joel,Bailey,Nelson LLC,drakejamie@moore-smith.com,SaaS / Software,500+,referral,demo_booked,2025-03-24,,budget_constraint
led_00860,usr_0398,Walter,Rodriguez,Pham Ventures Group,ywhite@carr-huffman.com,Real Estate Tech,51-200,inbound,converted,2026-01-08,2026-01-13,
led_00861,,Renee,Scott,Dudley-Gardner,ebaird@johnston.com,Cybersecurity,51-200,referral,demo_booked,2025-05-28,,no_show
led_00862,,Michael,Burns,"Smith, Keller and Ballard",lisa42@mcneil.biz,HR Tech,500+,cold_email,qualified,2025-04-14,,no_response
led_00863,,Christopher,Lutz,Smith PLC,rallen@price.info,HR Tech,11-50,inbound,demo_booked,2025-04-25,,no_show
led_00864,,Steven,Mckinney,Raymond Ltd,qhall@davis-rivera.info,HR Tech,51-200,inbound,new,2025-03-21,,duplicate
led_00865,usr_0019,Cody,Murray,Walker LLC,chapmanjerry@smith.com,Healthcare Tech,11-50,paid_ad,converted,2025-11-07,2025-11-18,
led_00866,usr_0070,Kimberly,Cordova,West Works,davisjeffrey@sanchez.net,HR Tech,201-500,cold_email,converted,2025-06-18,2025-07-25,
led_00867,,Andrew,Green,Duncan Group,josephingram@norton-hunt.com,Fintech,11-50,linkedin,demo_booked,2026-04-10,,not_ready
led_00868,,Alicia,Evans,Reyes and Sons,tylerrichardson@faulkner-west.com,Fintech,201-500,linkedin,demo_booked,2026-04-11,,not_ready
led_00869,,Annette,Chapman,Holloway Inc,ymorse@joseph.com,Marketing / AdTech,11-50,referral,demo_booked,2026-03-30,,no_show
led_00870,usr_0316,Ashley,Allen,Gonzalez-Elliott,jodi37@vargas-snyder.com,Cybersecurity,201-500,cold_call,converted,2025-12-23,2026-01-14,
led_00871,,Kevin,Marshall,Rogers PLC,peggy99@grimes.com,Fintech,11-50,referral,qualified,2026-02-25,,wrong_icp
led_00872,,Sean,Humphrey,"Mcdowell, Dickerson and Mitchell",jsnyder@cole.org,HR Tech,11-50,linkedin,demo_booked,2025-05-25,,chose_competitor
led_00873,,Joanna,Reed,May and Sons,jimenezjason@wilkinson.com,Real Estate Tech,201-500,referral,new,2025-10-27,,no_response
led_00874,,Susan,Holt,"Johnson, Smith and Thompson",jacob89@vega.com,Marketing / AdTech,1-10,inbound,demo_booked,2025-12-09,,not_ready
led_00875,,Lindsey,Dalton,Rodgers-Hanson,aharrison@phelps-nicholson.biz,HR Tech,11-50,inbound,new,2025-09-07,,no_response
led_00876,,Kyle,Rivas,Barnes-Gallagher,tracyreyes@brown.com,Cybersecurity,51-200,cold_email,new,2026-03-14,,wrong_icp
led_00877,usr_0279,Joshua,Owens,Taylor Digital Ltd,megan90@crane-washington.com,Marketing / AdTech,201-500,inbound,converted,2025-06-25,2025-07-09,
led_00878,,Benjamin,Ryan,Clark-Wang,tamaraday@schwartz-lewis.com,Marketing / AdTech,11-50,linkedin,demo_booked,2026-04-03,,not_ready
led_00879,,Wyatt,Johnson,Moore-Harris,nelsonmichael@walton-romero.biz,Logistics,51-200,inbound,qualified,2025-12-26,,no_response
led_00880,,Brittany,Smith,Gallagher Group,kellytracy@smith-morton.biz,Education Tech,1-10,cold_call,qualified,2026-01-16,,no_response
led_00881,usr_0457,Christopher,Hunter,Haney HQ,ajackson@thomas.org,Logistics,500+,inbound,converted,2025-08-11,2025-08-21,
led_00882,,Janice,Harris,"Mason, Werner and Watkins",csanchez@bryan-schwartz.biz,Education Tech,11-50,cold_email,qualified,2025-05-24,,budget_constraint
led_00883,,James,Patterson,Gomez-Hines,hatfieldamanda@dorsey-hill.com,E-commerce,11-50,inbound,new,2025-05-17,,wrong_icp
led_00884,usr_0136,Andrew,Jones,Smith-Morse,barbara96@bowman.com,Real Estate Tech,500+,cold_call,converted,2025-06-13,2025-07-06,
led_00885,,Brittney,Schmidt,"Henry, Wright and Alexander",bturner@bradley-allen.com,E-commerce,51-200,cold_email,demo_booked,2026-03-21,,budget_constraint
led_00886,,Christine,Carey,Melendez-Singleton,james28@obrien-brown.com,Marketing / AdTech,11-50,paid_ad,new,2026-01-28,,duplicate
led_00887,,Tamara,Morris,Arnold-Horton,jgarrison@fuller.com,HR Tech,51-200,linkedin,qualified,2025-06-08,,budget_constraint
led_00888,usr_0425,Marie,Ross,Krueger PLC,hartmanerik@herrera.com,SaaS / Software,11-50,inbound,converted,2025-08-16,2025-08-29,
led_00889,,Pamela,Armstrong,Mitchell PLC,gloriaberger@williams.com,E-commerce,11-50,cold_email,qualified,2025-04-13,,no_response
led_00890,,Amy,Patel,Landry-Garcia,alexander58@harris-taylor.com,HR Tech,11-50,referral,qualified,2025-03-29,,chose_competitor
led_00891,,Michael,Kennedy,"Daniels, Sandoval and Hardy",twilliams@roberts.com,Real Estate Tech,11-50,linkedin,qualified,2025-06-17,,chose_competitor
led_00892,,David,Hill,"Smith, Johnson and Carter",parktyler@hansen.com,Education Tech,500+,inbound,demo_booked,2026-02-17,,chose_competitor
led_00893,usr_0261,Jeffrey,Myers,James Works,scott69@evans.com,HR Tech,1-10,linkedin,converted,2026-03-09,2026-03-23,
led_00894,,Richard,Sherman,Myers LLC,ericksonnathan@bradford.org,Cybersecurity,51-200,linkedin,demo_booked,2025-07-11,,budget_constraint
led_00895,usr_0426,Monique,Bowman,Alvarado Solutions Ltd,michael39@wells.com,Logistics,500+,inbound,converted,2025-05-23,2025-06-06,
led_00896,usr_0420,Jacqueline,Wiley,"Beck, House and Hughes",tammy00@king.info,Logistics,51-200,linkedin,converted,2025-05-22,2025-06-15,
led_00897,,Jacob,Heath,Duran Group,danielhodges@harrison.com,E-commerce,11-50,cold_email,demo_booked,2025-10-26,,no_show
led_00898,usr_0152,Andrew,Johnson,Wise HQ,stanleynancy@anderson.org,Cybersecurity,51-200,inbound,converted,2025-11-19,2025-11-30,
led_00899,,Caitlin,Adams,"Espinoza, Rodriguez and Baker",rodriguezkevin@phillips-oliver.com,Cybersecurity,11-50,cold_email,demo_booked,2025-07-16,,not_ready
led_00900,,Alexis,Sanchez,Merritt-Bates,djackson@blair.com,Cybersecurity,11-50,inbound,qualified,2025-08-26,,no_response
led_00901,usr_0314,Anthony,Marshall,Nelson Tech,duncandavid@winters.com,Education Tech,11-50,cold_call,converted,2026-01-14,2026-02-02,
led_00902,,Donald,Guzman,"Long, Hahn and Wilson",udaniels@richardson-middleton.com,E-commerce,201-500,referral,qualified,2026-01-26,,budget_constraint
led_00903,,Kent,White,Perry-Preston,bwilliams@morgan.org,Fintech,11-50,linkedin,demo_booked,2025-07-31,,budget_constraint
led_00904,,Ashley,Walter,Taylor LLC,brendacortez@lopez-simpson.com,Marketing / AdTech,500+,cold_email,new,2026-02-27,,no_response
led_00905,usr_0273,Andrew,Mora,Salinas Ltd,jacobsandoval@johnson-mendez.com,Cybersecurity,201-500,cold_email,converted,2025-08-26,2025-10-12,
led_00906,,Tiffany,Cohen,Reeves-Martinez,sara62@hall.com,Education Tech,500+,cold_email,new,2026-01-06,,no_response
led_00907,,Kathy,Miller,"Harris, Price and Thompson",danagarcia@johnson.com,Education Tech,500+,inbound,qualified,2025-12-17,,wrong_icp
led_00908,,Yvonne,Freeman,Olsen-Lopez,jason65@acosta.com,Real Estate Tech,201-500,referral,demo_booked,2025-12-10,,chose_competitor
led_00909,,Jessica,Powers,Ferguson-Andrews,marshdeborah@smith.org,Fintech,1-10,referral,demo_booked,2026-03-23,,budget_constraint
led_00910,,Raymond,Holmes,Wood-Glover,bonnie54@jones-smith.com,E-commerce,51-200,cold_call,new,2025-08-11,,duplicate
led_00911,,Edward,Lopez,Richards PLC,hernandezterry@gonzales-young.com,E-commerce,1-10,referral,demo_booked,2025-07-25,,not_ready
led_00912,,Nicholas,Mitchell,Bowman-Green,kenneth90@wilson-brady.biz,Cybersecurity,51-200,referral,qualified,2025-11-20,,chose_competitor
led_00913,usr_0165,Timothy,Sanchez,Cooper Ltd,ingramjill@anderson-bell.com,Healthcare Tech,201-500,linkedin,converted,2026-03-17,2026-04-08,
led_00914,,Shane,Fuller,Nash Inc,travis38@reed.com,Logistics,11-50,cold_call,qualified,2025-05-05,,chose_competitor
led_00915,,Alison,Webb,Martinez and Sons,upierce@ross.org,SaaS / Software,51-200,linkedin,demo_booked,2025-09-10,,no_show
led_00916,,Troy,Gutierrez,Smith-Lee,jacksonjames@smith.info,Marketing / AdTech,1-10,cold_email,demo_booked,2026-04-06,,no_show
led_00917,usr_0364,Frank,White,Robertson Ventures Group,cameronmckinney@taylor-york.org,Real Estate Tech,51-200,referral,converted,2026-02-24,2026-03-24,
led_00918,,Paul,West,Ruiz-Mendoza,robinsonlinda@vaughn.com,Healthcare Tech,11-50,cold_call,demo_booked,2025-07-03,,budget_constraint
led_00919,,Jacqueline,Anderson,"Estrada, Williams and Mason",curtistracy@arroyo.biz,Cybersecurity,1-10,inbound,new,2026-01-06,,duplicate
led_00920,,Jessica,Hernandez,Barrera-Davis,albert09@schmidt.org,Healthcare Tech,51-200,cold_call,qualified,2025-10-04,,chose_competitor
led_00921,,Robert,Flynn,Watson Ltd,cookjennifer@hayden.com,HR Tech,11-50,inbound,qualified,2025-06-06,,chose_competitor
led_00922,,Pedro,Huynh,Flynn-Johns,lisa96@tyler-hubbard.com,Cybersecurity,1-10,linkedin,demo_booked,2026-02-24,,budget_constraint
led_00923,,Jesse,Herman,"Brown, Stafford and Jackson",millerlarry@webb.com,Education Tech,201-500,linkedin,qualified,2025-06-29,,chose_competitor
led_00924,usr_0383,Joel,Williams,Powell Labs,creyes@gonzalez.com,Marketing / AdTech,500+,linkedin,converted,2026-03-11,2026-04-10,
led_00925,,Walter,Black,Wise Inc,sarah30@savage.com,Cybersecurity,201-500,referral,demo_booked,2025-05-17,,budget_constraint
led_00926,,Jonathan,Boyd,Kelly Group,kimberlysmith@wright.info,Cybersecurity,1-10,linkedin,new,2026-01-10,,duplicate
led_00927,usr_0335,Aaron,Thompson,"Elliott, Hart and Lopez",lweaver@johnson-brown.org,Real Estate Tech,51-200,cold_email,converted,2025-04-24,2025-06-09,
led_00928,,Jessica,Neal,Reilly Inc,isimmons@johnson.info,HR Tech,500+,referral,new,2026-02-07,,wrong_icp
led_00929,usr_0354,Nicholas,Parker,"Duncan, Black and Duncan",davidtodd@rush.com,Marketing / AdTech,1-10,cold_call,converted,2025-11-18,2025-12-09,
led_00930,,Andrew,Smith,Ramirez-Francis,stephenclay@weber.com,SaaS / Software,51-200,linkedin,demo_booked,2025-05-10,,not_ready
led_00931,usr_0372,Adam,Krause,"Wheeler, Campbell and Cohen",rbrown@nguyen.com,Healthcare Tech,11-50,linkedin,converted,2025-05-23,2025-06-25,
led_00932,,Nicholas,Quinn,Simpson and Sons,wilsonkenneth@mack.info,E-commerce,500+,cold_email,demo_booked,2026-01-18,,no_show
led_00933,,Carrie,Mitchell,Nunez LLC,danagreen@henderson.info,Cybersecurity,51-200,referral,new,2025-10-24,,no_response
led_00934,usr_0387,Shelly,Griffith,Perez Ltd,jasonjohnson@jackson.com,Marketing / AdTech,11-50,inbound,converted,2026-02-05,2026-02-09,
led_00935,,Tristan,Ross,Hall-Peterson,tanyasmith@patterson.com,Fintech,51-200,cold_email,qualified,2025-08-25,,no_response
led_00936,usr_0453,Samuel,Terry,Lewis Cloud Inc,ericguzman@guerrero.com,Education Tech,201-500,referral,converted,2026-01-25,2026-02-19,
led_00937,,Erica,Dixon,Gray-Nelson,vbates@benton.com,Healthcare Tech,11-50,paid_ad,new,2025-12-11,,no_response
led_00938,,Zachary,Fields,"Greer, Greene and Taylor",zwilson@williams.biz,Cybersecurity,500+,cold_email,demo_booked,2026-04-10,,not_ready
led_00939,,Elizabeth,Rodriguez,"Booker, Juarez and Adams",toni37@howard.info,HR Tech,51-200,inbound,demo_booked,2025-04-17,,no_show
led_00940,,Dawn,Perez,Johnson PLC,jeffrey69@hodges.com,Healthcare Tech,51-200,cold_email,demo_booked,2025-10-09,,no_show
led_00941,,Trevor,Harris,Kirby Inc,alfred68@rogers-cox.com,Healthcare Tech,51-200,inbound,new,2025-10-19,,no_response
led_00942,,Jessica,Burns,Fisher Group,fmedina@gonzalez.com,E-commerce,1-10,paid_ad,demo_booked,2025-05-18,,chose_competitor
led_00943,,Amber,Baxter,"Allen, French and Nguyen",amycastro@foster-trevino.org,Real Estate Tech,1-10,linkedin,qualified,2025-04-27,,wrong_icp
led_00944,usr_0370,Brittney,Thomas,Walker PLC,jennifer46@york-stevens.com,Real Estate Tech,201-500,cold_call,converted,2025-11-14,2025-12-11,
led_00945,,Nichole,Bruce,"Smith, Morales and Watson",thomas73@bullock.com,Fintech,51-200,linkedin,new,2025-07-28,,wrong_icp
led_00946,usr_0066,Maria,Patterson,Gross Ventures Group,christina87@graham-simon.com,SaaS / Software,11-50,cold_email,converted,2026-01-17,2026-02-16,
led_00947,,Jonathan,Lewis,Morales-Mullen,kaylajohnson@lindsey.com,SaaS / Software,201-500,cold_email,demo_booked,2025-07-30,,not_ready
led_00948,,Christina,Glover,Hale and Sons,boyerzachary@white.com,Logistics,1-10,referral,qualified,2025-06-20,,wrong_icp
led_00949,,Maxwell,Stone,Garcia-Stewart,paulmoreno@stevenson-smith.com,Fintech,201-500,paid_ad,demo_booked,2025-03-27,,budget_constraint
led_00950,,Jillian,Johnson,"Romero, Wilson and Martin",matthew89@west.com,Cybersecurity,51-200,cold_call,qualified,2025-10-01,,wrong_icp
led_00951,,Stacy,Contreras,Hartman LLC,andrew73@perry.com,Healthcare Tech,11-50,cold_call,qualified,2025-12-12,,chose_competitor
led_00952,,Steven,Estrada,"Johnson, Harrison and Miller",christinapatton@mccormick.org,SaaS / Software,51-200,cold_email,qualified,2025-04-08,,no_response
led_00953,usr_0078,Christian,Leonard,Torres Labs,lynchjody@garrett.com,Education Tech,1-10,cold_call,converted,2026-02-06,2026-03-13,
led_00954,,Rachel,Johns,Murray-Rivas,fergusoneugene@anderson.com,Fintech,500+,inbound,qualified,2025-11-22,,chose_competitor
led_00955,usr_0460,Denise,White,Rich PLC,davisdonna@ryan.biz,Real Estate Tech,11-50,referral,converted,2025-04-23,2025-05-01,
led_00956,,Ralph,Williams,Lopez PLC,vtaylor@franco.com,E-commerce,11-50,cold_email,qualified,2025-05-16,,budget_constraint
led_00957,,Lindsay,Rice,Walker-Hernandez,mckeedebra@flores.com,Cybersecurity,1-10,inbound,demo_booked,2026-04-05,,no_show
led_00958,usr_0484,Aaron,Carpenter,"Goodwin, Diaz and Morales",iwhite@parks.com,Logistics,201-500,cold_email,converted,2025-05-27,2025-06-28,
led_00959,,Michael,Pittman,Dunn LLC,robert91@waters-galvan.com,E-commerce,201-500,inbound,qualified,2025-08-09,,chose_competitor
led_00960,,Brandy,Evans,"Blevins, Francis and Davis",scott99@thomas.biz,Education Tech,1-10,cold_email,qualified,2025-09-05,,chose_competitor
led_00961,,Jennifer,Garcia,Myers Inc,krystal90@johnson.biz,Logistics,51-200,cold_email,qualified,2025-07-14,,budget_constraint
led_00962,,Melissa,Fuentes,"Sullivan, Roberts and Robinson",xwilliams@flores.biz,Cybersecurity,11-50,linkedin,demo_booked,2025-12-08,,budget_constraint
led_00963,,Billy,Ruiz,Brown-Ali,zachary65@thompson.net,Cybersecurity,1-10,cold_call,qualified,2025-07-03,,chose_competitor
led_00964,,Sydney,Howell,Wagner-Neal,jessicaeverett@fisher-lang.com,Fintech,11-50,linkedin,new,2026-03-29,,wrong_icp
led_00965,,Patricia,Pearson,"Barnes, Madden and Brown",garciakenneth@oliver-smith.info,Marketing / AdTech,11-50,cold_email,demo_booked,2025-12-18,,not_ready
led_00966,,Blake,Bell,Wilkins-Small,joe43@lowe.com,Real Estate Tech,11-50,referral,qualified,2025-06-06,,budget_constraint
led_00967,,Amy,Evans,Weber-Powell,michael19@fields.com,E-commerce,51-200,inbound,demo_booked,2025-04-05,,chose_competitor
led_00968,,Alexander,Mcclain,"Gutierrez, Vasquez and Stewart",zperkins@garcia.com,HR Tech,51-200,linkedin,demo_booked,2025-03-30,,no_show
led_00969,,David,Meyer,"Colon, Figueroa and Williams",perrysierra@lyons-willis.net,HR Tech,1-10,cold_email,new,2026-03-04,,no_response
led_00970,usr_0469,Patricia,Nelson,"Meyer, Dawson and Harper",daniellegonzales@jefferson.com,Marketing / AdTech,51-200,cold_email,converted,2025-11-16,2025-12-09,
led_00971,,Dawn,Burns,Dean-Mcclain,weissalexandra@burnett-warren.com,Healthcare Tech,11-50,paid_ad,qualified,2025-07-14,,chose_competitor
led_00972,,Christopher,Obrien,"Morton, Meyers and Rice",tperkins@sanders-hicks.com,Education Tech,1-10,linkedin,demo_booked,2025-06-13,,chose_competitor
led_00973,,Mark,Farmer,Walker LLC,shahrussell@ruiz.com,Healthcare Tech,51-200,paid_ad,demo_booked,2026-03-18,,not_ready
led_00974,,James,Arnold,Rodriguez Inc,davidhall@day.net,Cybersecurity,51-200,cold_email,qualified,2025-05-03,,chose_competitor
led_00975,,Taylor,Johnson,Swanson-Fitzgerald,uday@williams.com,Logistics,51-200,cold_email,qualified,2026-03-25,,no_response
led_00976,,Jackie,Allen,Patterson Inc,williamsjulie@webster.com,Logistics,500+,linkedin,qualified,2026-01-29,,wrong_icp
led_00977,,Robert,Roberson,"Casey, Leon and Savage",davenportsteven@kane.com,Healthcare Tech,11-50,linkedin,qualified,2025-11-01,,chose_competitor
led_00978,,Blake,Ferguson,"Dodson, Cooke and Harris",karenprince@barrett-myers.com,Healthcare Tech,51-200,cold_email,demo_booked,2025-04-18,,not_ready
led_00979,,Catherine,Rivera,Martinez and Sons,testrada@campos.com,E-commerce,201-500,cold_call,qualified,2026-02-12,,wrong_icp
led_00980,,Mark,Smith,Allen Ltd,wandabrown@cruz-payne.com,E-commerce,11-50,inbound,demo_booked,2025-12-18,,budget_constraint
led_00981,,Andrew,Sims,Higgins-Miles,aconner@osborne.com,Healthcare Tech,51-200,paid_ad,new,2025-06-25,,no_response
led_00982,,Ann,Barker,Compton LLC,douglas25@henderson-adkins.net,Logistics,51-200,linkedin,qualified,2025-03-23,,no_response
led_00983,,Christopher,Olsen,Wells-Johnson,elizabethpatterson@spencer-jensen.net,Cybersecurity,201-500,linkedin,demo_booked,2025-11-10,,budget_constraint
led_00984,usr_0128,Gloria,Ballard,"Olson, Boone and Bell",danny49@aguirre.org,Marketing / AdTech,11-50,cold_email,converted,2026-01-25,2026-03-14,
led_00985,,Jacob,Barton,Wood-Hernandez,lstafford@mills-delgado.net,Education Tech,500+,linkedin,qualified,2025-12-20,,no_response
led_00986,,Kayla,Bennett,Mcgrath PLC,johnpratt@palmer.com,Fintech,11-50,cold_email,qualified,2026-03-30,,no_response
led_00987,,Brian,Frank,Juarez-Lee,moranpaul@montoya.com,Healthcare Tech,11-50,inbound,qualified,2026-03-18,,wrong_icp
led_00988,,Travis,Thompson,Coleman-Chan,twilliams@turner-martin.com,Education Tech,11-50,cold_email,qualified,2025-12-21,,chose_competitor
led_00989,usr_0231,Kaitlyn,Hernandez,"Fry, Hobbs and Buck",dpeters@david-powers.net,Healthcare Tech,201-500,inbound,converted,2025-04-07,2025-04-20,
led_00990,usr_0395,Pamela,Miller,"Edwards, Rodgers and Davis",smithdevon@jackson.org,Healthcare Tech,201-500,cold_email,converted,2025-10-08,2025-11-07,
led_00991,,Michael,Ayala,"Stewart, Cherry and Delgado",michaelellis@hart.info,Real Estate Tech,201-500,cold_call,demo_booked,2025-03-17,,chose_competitor
led_00992,usr_0496,David,Joseph,Johnson LLC,michelle78@dunn-taylor.net,HR Tech,11-50,inbound,converted,2026-01-22,2026-02-05,
led_00993,,Amber,Johnson,Wiley-Green,amoore@leach.info,Logistics,11-50,inbound,qualified,2025-12-19,,budget_constraint
led_00994,,Deborah,Beck,Nguyen and Sons,kcherry@johnson-thompson.net,Real Estate Tech,11-50,cold_call,qualified,2026-03-27,,budget_constraint
led_00995,usr_0329,Jesse,Hammond,Lewis-Lopez,sean20@harvey.biz,Cybersecurity,1-10,inbound,converted,2026-04-07,2026-04-10,
led_00996,,David,Rodriguez,"Nunez, Moon and Gregory",deanjoseph@owen-clarke.com,Cybersecurity,500+,cold_email,demo_booked,2026-02-10,,budget_constraint
led_00997,usr_0272,Megan,Holmes,Wong-Byrd,sarahyang@thompson.info,Logistics,1-10,linkedin,converted,2026-02-25,2026-03-15,
led_00998,,Christina,Duncan,Williams LLC,rodriguezstacy@johnson.com,Cybersecurity,11-50,cold_email,qualified,2025-12-25,,chose_competitor
led_00999,,Claudia,Howell,"Johnson, Stephens and Leonard",michaelglover@owens.com,Marketing / AdTech,51-200,cold_call,qualified,2025-07-20,,wrong_icp
led_01000,,Stanley,Marshall,"Hernandez, Bailey and Ross",scottdebra@pace.info,SaaS / Software,11-50,linkedin,demo_booked,2025-12-22,,budget_constraint
led_01001,,Tony,Harris,Wilcox-Robertson,randy34@wheeler-hall.info,Marketing / AdTech,11-50,linkedin,demo_booked,2025-10-21,,budget_constraint
led_01002,,Alex,Ward,Diaz-Cohen,alan35@russell-jones.com,Education Tech,201-500,linkedin,new,2026-03-26,,no_response
led_01003,,Donna,Terrell,Kennedy and Sons,mmiller@miller.net,Real Estate Tech,201-500,cold_email,new,2025-12-22,,wrong_icp
led_01004,,Gregory,Levy,"Williams, Dyer and Ross",david29@barber-torres.com,HR Tech,500+,inbound,demo_booked,2025-11-21,,not_ready
led_01005,,Lori,Blackwell,"Davis, Holt and Anderson",ericpratt@ryan-french.info,HR Tech,1-10,paid_ad,new,2025-12-26,,wrong_icp
led_01006,,James,Gallagher,"Savage, Collier and Sanders",mercedes88@burton.com,Healthcare Tech,51-200,inbound,qualified,2025-08-29,,chose_competitor
led_01007,,Mark,Jacobs,"Stephens, Wong and Gutierrez",xclark@cooper.org,Healthcare Tech,11-50,inbound,qualified,2025-10-26,,wrong_icp
led_01008,,Samuel,Brown,"Smith, Alvarado and Pham",kellyjohnson@lewis.com,Healthcare Tech,11-50,inbound,demo_booked,2025-05-17,,budget_constraint
led_01009,,Hannah,Hicks,Simmons-Hanson,barneschristopher@hobbs.com,Logistics,11-50,referral,qualified,2025-03-22,,no_response
led_01010,usr_0015,Samuel,Padilla,Ashley Ventures Inc,georgetracy@hickman.com,SaaS / Software,11-50,paid_ad,converted,2026-03-24,2026-03-31,
led_01011,,David,Ballard,Carson Inc,ysims@elliott-tate.com,Education Tech,11-50,linkedin,new,2025-07-05,,wrong_icp
led_01012,usr_0268,Justin,Smith,Rasmussen HQ,tammy61@garcia.net,SaaS / Software,51-200,cold_email,converted,2025-11-26,2025-12-17,
led_01013,,Joseph,Pena,"Ritter, Dickerson and Weaver",lynchapril@olson-brown.com,Fintech,1-10,referral,qualified,2025-06-28,,chose_competitor
led_01014,usr_0230,Ruth,Duncan,"Johnston, Ray and Barton",joel28@gutierrez.com,Real Estate Tech,201-500,cold_email,converted,2025-11-07,2025-12-08,
led_01015,,Robert,Ward,Combs-Irwin,elijah71@morris.com,Fintech,11-50,cold_call,demo_booked,2025-12-30,,budget_constraint
led_01016,,Brett,Weaver,Mitchell-Stewart,danieltaylor@mercer.com,Healthcare Tech,1-10,cold_call,qualified,2025-07-08,,chose_competitor
led_01017,,William,Anderson,Lewis Ltd,mary27@mcdowell.com,Logistics,1-10,inbound,new,2025-06-02,,no_response
led_01018,,Brian,Cruz,"Williams, Delgado and Robbins",melinda51@frazier.com,Education Tech,51-200,referral,demo_booked,2026-01-07,,chose_competitor
led_01019,usr_0439,Jordan,Wilkins,Phelps Cloud Group,enewman@powers-king.com,E-commerce,500+,cold_email,converted,2026-02-04,2026-03-10,
led_01020,,David,Nguyen,"Morgan, Powell and Moore",cindyevans@white-myers.biz,HR Tech,51-200,linkedin,qualified,2025-12-24,,no_response
led_01021,,Arthur,Robinson,"Williams, Morales and Morris",sarah33@tate.com,Education Tech,51-200,inbound,demo_booked,2025-12-05,,not_ready
led_01022,usr_0283,Bryan,Barnes,"Alexander, Robinson and Coleman",kennethkidd@baker-atkins.com,Real Estate Tech,1-10,cold_email,converted,2025-11-18,2026-01-09,
led_01023,,Ashley,Chambers,"Jackson, Simmons and Jones",sextonjoshua@drake.com,E-commerce,201-500,referral,demo_booked,2025-08-31,,no_show
led_01024,,Michael,Villanueva,Smith-Goodwin,bsimmons@alvarez.org,Healthcare Tech,1-10,referral,qualified,2025-09-19,,budget_constraint
led_01025,,Sherry,Ortiz,"Baxter, Foster and Brown",robinsonmatthew@mcdonald.net,Education Tech,11-50,cold_email,demo_booked,2025-05-27,,chose_competitor
led_01026,,Hunter,Johnson,Baker-Jones,ewatts@dudley.com,E-commerce,51-200,referral,demo_booked,2026-03-28,,budget_constraint
led_01027,,Heather,Salazar,"Patel, Hinton and Ballard",cantusarah@schultz-allen.biz,Education Tech,11-50,cold_email,new,2025-08-07,,wrong_icp
led_01028,,Timothy,Stanton,"Turner, Richardson and Gonzalez",herrerajames@mcclain.net,Cybersecurity,51-200,referral,qualified,2025-05-04,,no_response
led_01029,usr_0054,Mary,Garcia,Russell Digital Group,nperry@price-carrillo.com,HR Tech,201-500,cold_email,converted,2025-10-10,2025-12-05,
led_01030,,Timothy,Hill,Ferguson LLC,watersapril@richard-newman.info,Logistics,11-50,referral,new,2025-05-08,,no_response
led_01031,,Joseph,Ryan,Edwards-Rogers,reyesjoseph@rodriguez.com,Healthcare Tech,51-200,cold_email,demo_booked,2025-10-19,,no_show
led_01032,usr_0416,Vicki,Johnson,Page Systems,anna99@mckinney.net,Logistics,51-200,referral,converted,2026-01-05,2026-01-14,
led_01033,,Angelica,Lee,Brown-Griffin,bmiller@smith.com,Healthcare Tech,1-10,inbound,demo_booked,2025-08-29,,not_ready
led_01034,usr_0147,Brianna,Hicks,Rivera AI,umitchell@brandt.com,Fintech,51-200,cold_email,converted,2025-12-22,2026-01-13,
led_01035,,Andres,Cameron,Rogers-Fowler,robertarussell@carter.biz,Education Tech,11-50,referral,demo_booked,2025-12-04,,budget_constraint
led_01036,,Johnny,Castro,Cook-Long,amanda68@carr.org,E-commerce,11-50,referral,demo_booked,2025-10-25,,no_show
led_01037,usr_0433,Johnathan,Sloan,Hamilton IO,pricedavid@may.com,Marketing / AdTech,1-10,cold_email,converted,2026-01-04,2026-01-27,
led_01038,,Gary,Weaver,Bernard and Sons,marissapeterson@brown.net,Healthcare Tech,1-10,cold_call,demo_booked,2025-12-18,,not_ready
led_01039,usr_0330,Austin,Norris,"Mendoza, Miller and Reyes",zgonzalez@wright.com,Marketing / AdTech,11-50,cold_email,converted,2026-02-09,2026-03-18,
led_01040,,Michael,Bauer,Lee-Diaz,jenniferhill@singh-miller.com,Education Tech,1-10,cold_email,demo_booked,2026-02-28,,no_show
led_01041,,Charles,Lucas,Velez and Sons,andrew48@torres.com,Cybersecurity,1-10,paid_ad,new,2025-03-28,,no_response
led_01042,,Marc,Williams,"Gonzalez, Henson and Davis",wallkristi@ayala.com,HR Tech,11-50,linkedin,qualified,2025-08-19,,wrong_icp
led_01043,,Beth,Barnes,Chambers-Paul,nsmith@pineda.com,E-commerce,1-10,inbound,qualified,2025-05-10,,no_response
led_01044,usr_0229,Lauren,Howard,Gonzales Ventures Inc,karenparsons@gordon.com,HR Tech,51-200,cold_email,converted,2025-12-17,2026-02-09,
led_01045,usr_0232,Summer,Chavez,Flores Works,trussell@white-medina.com,Logistics,1-10,inbound,converted,2025-12-29,2026-01-14,
led_01046,usr_0306,Devon,Rodriguez,Hernandez Tech,collinswilliam@mccann.net,Healthcare Tech,201-500,referral,converted,2025-06-25,2025-07-12,
